id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36283645,"GROVE CASITA/ Amiable Room,  Private Enrty, Bath",90108237,Chris,,Encanto,32.73662,-117.05224,Entire home/apt,77,2,80,2022-06-07,2.25,3,6,47,
541385,Comfortable Home in San Diego/Lemon Grove Area,2661488,Steve,,Jomacha-Lomita,32.72294,-117.04193,Entire home/apt,213,2,379,2022-05-30,3.14,1,301,37,
28845169,5-1 Estudio Chico GaritaOtay/Aeropuerto/FACTURAMOS,110023604,AboDago,,Mission Bay,32.54048,-116.93112,Entire home/apt,27,2,67,2021-12-08,1.48,16,364,5,
51623270,Otay 1   (5 min garita) con estaciomamiento,102862659,Cynthia,,Mission Bay,32.54576,-116.92185,Private room,23,5,3,2021-11-24,0.35,3,337,3,
366811,Private Floor to yourselves with game room,1852011,Brian,,Clairemont Mesa,32.81801,-117.16826,Entire home/apt,120,3,306,2022-06-06,2.49,1,60,32,
32267288,San Miguel Ranch,240933227,Barry & Terri,,East Lake,32.66591,-116.97696,Private room,62,2,64,2022-06-12,1.59,2,329,37,
39950156,excelente dpto 3 min del aeropuerto english spoken,187760495,Hector,,Mission Bay,32.53851,-116.99026,Entire home/apt,107,1,74,2022-06-01,2.34,1,78,22,
385760,"Super location,  beautiful neighborhood",1486293,Ann,,Loma Portal,32.75711,-117.22541,Private room,50,31,91,2022-02-27,0.74,1,178,3,
36428568,Royal giant En-Suite+Huge Sofa/Bed in gated Palace,46170232,Jay,,Mission Bay,33.08741,-117.02882,Private room,148,1,12,2021-10-10,0.36,5,13,1,
26810870,"Comfortable, private cottage",193359344,Lisa,,Lake Murray,32.79362,-116.99085,Entire home/apt,123,2,131,2022-05-27,2.76,1,139,35,
17511196,Ocean Side Living La Jolla,7627259,Maria,,La Jolla,32.84453,-117.28008,Entire home/apt,100,1,266,2022-06-02,4.16,1,4,65,
393042,Twin Bed  Upstairs,164137,Melinda,,Roseville,32.74036,-117.21963,Private room,122,1,46,2020-02-16,0.38,3,43,0,
27111907,Stylish studio in San Diego,19737601,Jeff,,Jomacha-Lomita,32.71837,-117.01812,Entire home/apt,87,2,134,2022-06-07,2.85,5,299,35,
394524,Private Studio a block away from the beach,1972369,Edward,,Pacific Beach,32.802494,-117.25676,Entire home/apt,166,2,141,2022-06-13,1.16,1,318,28,
38466334,Private getaway RV spot in beautiful San Diego,76002453,Raymond,,Encanto,32.7318,-117.05588,Entire home/apt,85,1,64,2022-05-22,1.95,1,354,18,
3116531,"Affordable Escape.10min to SD. Pets, yard,kitch.",15836518,Linda And Bill,,Darnall,32.74499,-117.04094,Entire home/apt,139,25,31,2022-03-14,0.37,2,207,4,
294616,Affordable and Comfy Guest Room,1451704,Deborah,,Tierrasanta,32.83365,-117.0223,Private room,80,1,72,2022-06-11,0.57,2,347,28,
396390,Independent room in the back garden,1980775,Shirley,,Midtown,32.74359,-117.17584,Entire home/apt,97,3,192,2022-06-06,1.58,1,319,28,
629292297244540190,6-2EstudioChico/GaritaOtay/Aeropuerto/BellasArtes,110023604,AboDago,,Mission Bay,32.54516674203745,-116.92226943218238,Entire home/apt,25,2,1,2022-05-31,1,16,364,1,
34945422,Come Home Neighbor Getaway Studio-Staycation,258596628,Reap Properties,,Darnall,32.7389,-117.03931,Entire home/apt,140,30,2,2020-09-09,0.06,4,174,0,
401431,Charming Ocean Beach cottage,2003694,Edwin,,Ocean Beach,32.75103,-117.24745,Entire home/apt,149,2,71,2022-05-27,0.58,3,236,13,
33254970,Perfect for travel nurse/student/business,228145512,Carol,,Mission Bay,33.07082,-117.05015,Private room,65,7,19,2022-05-29,0.53,1,152,6,
410726,Wonderful La Jolla Beach Retreat!,2044776,Mauricio,,La Jolla,32.83452,-117.27772,Entire home/apt,250,3,171,2020-11-29,1.42,1,46,0,
45484848,Amazing Apartment with the essentials #2,130966877,Isaac,,Tijuana River Valley,32.53937,-117.05327,Entire home/apt,26,3,29,2022-04-28,1.42,8,308,19,
51664760,FOUR ROOMS IN A NICE AND QUIET LARGE HOUSE,376228246,Octavio,,Sky Line,32.7105,-116.99968,Entire home/apt,249,1,10,2022-04-10,1.17,3,126,10,
426121,Sunset Suites - Charming Apt with Roof-top Patio,2118023,Tricia,,Midtown,32.74271,-117.1773,Entire home/apt,115,1,128,2022-06-07,1.04,1,223,8,
579987024038116284,"Rare Gem! 4BR Home w/Heated Pool, Spa, & Game Room",81343623,Max,,Lake Murray,32.78969,-117.0252,Entire home/apt,685,2,9,2022-05-13,3.00,11,84,9,
34373361,Open concept Guesthouse w/private entrance,151127694,Kathaleen,,Northwest,32.67353,-117.0921,Entire home/apt,112,1,82,2022-06-12,2.26,1,144,35,
438786,1925 Craftsman Hillcrest home w outdoor living.,2165667,Camila,,North Hills,32.74966,-117.14462,Entire home/apt,131,1,554,2022-06-10,5.74,2,343,57,
39559460,Garden Villa A,272376573,Lynne,,North City,32.98288,-117.19116,Private room,108,1,4,2020-06-08,0.13,4,72,0,
552224597079635115,Spacious 1-bedroom guest house with private patio,134991672,Jorge,,Sky Line,32.69961,-117.0208,Entire home/apt,95,2,27,2022-06-12,6.18,1,37,27,
443994,Serene San Diego Canyon Getaway,2205580,Al,,Clairemont Mesa,32.80279,-117.18976,Entire home/apt,119,30,174,2022-02-26,1.43,2,48,5,
565445303641702766,LOVELY 2beds/1bath near SAN DIEGO - FREE PARKING,201415987,Michael,,Lake Murray,32.79136,-117.00041,Entire home/apt,252,1,12,2022-05-23,3.36,2,11,12,
549930266527439040,Lovely Two Bedroom Condo,227210962,Qiana,,Sky Line,32.698,-117.02238,Entire home/apt,154,2,8,2022-06-09,1.85,1,294,8,
49010438,Taylor Casa,378041710,David,,Sabre Springs,32.94805,-117.0686,Entire home/apt,109,1,112,2022-06-11,7.80,3,114,94,
449781,View of entire San Diego - VIEW,2234087,Keith,,Old Town,32.74392,-117.18225,Entire home/apt,300,1,0,,,1,365,0,
50554146,The Lavish Living Inn,408469044,Patience,,Mountain View,32.67682,-117.08914,Entire home/apt,125,1,14,2021-09-19,1.26,1,134,14,
27440130,Down town Lemon Grove cozy cul-da-sac,170288146,Renee,,Jomacha-Lomita,32.73658,-117.02566,Private room,150,2,30,2021-06-27,0.68,1,135,1,
9507066,"Clean spacious home near Downtown, Zoo, SAN.",22869040,Guillermo,,Encanto,32.72776,-117.04522,Entire home/apt,268,3,253,2022-06-10,3.22,1,15,33,
466663,Walk to bay/downtwn  park BLUE ROOM,2315442,Michael,,Park West,32.72699,-117.16578,Private room,84,1,712,2022-05-30,5.83,10,69,71,
50755404,Lemon Drop Cozy Studio,113554267,Crystal,,Jomacha-Lomita,32.73074,-117.03137,Entire home/apt,95,1,36,2022-03-21,3.60,1,130,36,
50373750,Peaceful Poway casita-- One bed. Full bath. Patio,345896475,Kirsten,,Scripps Ranch,32.96214,-117.01273,Entire home/apt,97,2,37,2022-06-08,3.08,1,310,37,
468475,Garden Cottage blocks to bay/dwntwn,2315442,Michael,,Park West,32.72857,-117.16604,Private room,94,1,637,2022-05-30,5.28,10,76,63,
11544081,The Casita all to yourself!  300sqft,13619079,Delissa,,Sabre Springs,32.95877,-117.05256,Entire home/apt,103,1,320,2022-06-10,5.22,1,5,72,
470519,Walk To All Bay/Park/Zoo/Gaslamp/Convention/ATTIC,2315442,Michael,,Park West,32.72796,-117.1657,Private room,68,1,631,2022-05-28,5.23,10,76,58,
627485698070532653,Timeless LaBerge House Near Downtown and Beaches,459227316,Mel And Merce,,Jomacha-Lomita,32.73717,-117.02186,Entire home/apt,650,2,2,2022-06-12,2,1,66,2,
470520,Outdoor shower walk to all Greenrom,2315442,Michael,,Park West,32.72839,-117.16589,Private room,95,1,815,2022-05-29,6.71,10,65,88,
51112865,3- Nice view & modern 3 Beds condo with lounge,178118731,Jenny,,Darnall,32.74296,-117.03172,Entire home/apt,140,2,20,2022-05-01,1.88,4,58,20,
53466335,Cheerful 1-bedroom near Lake Hodges,62320777,Cara,,Rancho Bernadino,33.09447,-117.10872,Private room,81,1,9,2022-03-13,1.36,7,54,9,
472433,Beachfront La Jolla Home - Sunsets!,2342941,John,,La Jolla,32.82787,-117.27975,Entire home/apt,1121,3,38,2022-01-01,0.32,1,214,7,
46983995,The game room at Taylor pond,378041710,David,,Sabre Springs,32.94678,-117.06792,Entire home/apt,86,1,141,2022-06-10,7.80,3,129,107,
52915109,NEW! San Diego Area Casa ~ 15 Miles to Downtown!,126644161,Evolve,,Scripps Ranch,32.84521,-117.01241,Entire home/apt,234,30,2,2022-03-25,0.49,70,197,2,
474236,Spacious Kid-Friendly Home w/Pool,2315693,Tina,,Lake Murray,32.79632,-117.03466,Entire home/apt,239,5,9,2017-12-28,0.07,1,0,0,
591575,Luxury Condo with Ocean Views,2919820,Karl,,La Jolla,32.82898,-117.27846,Entire home/apt,376,3,81,2022-05-23,1.10,2,8,10,
31359129,Rae's Manor.  Your Home Away From Home>> East Room,80786984,Rae,,Jomacha-Lomita,32.71904,-117.01577,Private room,60,3,4,2019-04-20,0.10,4,271,0,
483688,Quaint cottage near USD/Old Town and trolley line,2385909,James,,Moreno Mission,32.76597,-117.19067,Entire home/apt,251,2,299,2022-05-29,2.47,5,64,46,
17667803,Bonita House in San Diego!,60190249,Andrea,,Bay Terrace,32.67929,-117.02899,Entire home/apt,150,30,25,2022-05-04,0.39,2,246,2,
603480607400053791,Modern 3BD Gated Townhome With Garage CrossFit Gym,56405140,Lauren,,East Lake,32.6665,-116.97591,Entire home/apt,220,2,1,2022-05-09,0.79,1,299,1,
597609,Vista Del Mar Two,2919820,Karl,,La Jolla,32.82901,-117.27849,Entire home/apt,329,3,94,2022-05-25,1.31,2,4,20,
500915,Craftsman in hip area near downtown,2471170,Matthew,,South Park,32.7264,-117.12624,Entire home/apt,308,3,49,2022-01-02,0.40,2,16,7,
599607,Backyard Treehouse Flat,2954330,Kim,,Midtown,32.74259,-117.17566,Entire home/apt,132,1,12,2022-03-20,0.56,1,287,8,
558666191562695212,1-Bd 1Ba Lofthouse with Hiking | Views | Nature,410172406,Carissa,,Mission Bay,33.07428,-116.93412,Entire home/apt,225,1,4,2022-04-03,0.98,4,5,4,
506774,Cozy Backyard Cottage in South Park,2498685,Joy,,Balboa Park,32.71941,-117.129,Entire home/apt,95,7,325,2022-01-05,2.67,2,7,9,
39732618,Garden Villa B,272376573,Lynne,,North City,32.98231,-117.19043,Private room,162,1,24,2022-06-12,0.76,4,62,13,
24393256,Quiet and Clean Rooms in a Nice Townhouse,184013403,Dina,,Sky Line,32.70036,-117.01222,Private room,103,1,3,2018-08-05,0.06,1,89,0,
602985,Quaint Historic Beach House,6627782,Sarah,,Ocean Beach,32.74566,-117.24986,Entire home/apt,197,3,219,2022-06-05,1.85,2,249,28,
519849,Eco Luxury Casita,2558457,Kristen,,Mission Bay,32.78917,-117.23352,Entire home/apt,200,4,134,2021-10-13,1.19,1,203,12,
606508,"condos in San Diego, CA",103427,Jacqueline M,,Core,32.71816,-117.15442,Entire home/apt,282,2,1,2015-06-10,0.01,5,363,0,
48828773,Luxury San Diego 5 Bedroom Oasis,147276739,Urban Sands,,North City,32.98626,-117.23938,Entire home/apt,948,7,29,2022-06-02,2.09,88,284,24,
522108,Charming Craftsman in South Park,2498685,Joy,,South Park,32.71905,-117.12887,Entire home/apt,200,2,34,2020-03-16,0.28,2,0,0,
16438899,Great Destiny Excels.,107794424,Liliana,,Bay Terrace,32.67502,-117.0291,Private room,105,30,6,2020-03-12,0.10,1,359,0,
610920,La Jolla Beach Beauty ~ 3bd/2ba walk to beach/surf,3028993,Kimber,,La Jolla,32.81244,-117.26835,Entire home/apt,600,3,11,2022-05-30,0.10,1,160,5,
528113,"Stylish Modern Condo, Stunning Views",2594906,Wendy,,Midtown,32.73608,-117.16177,Entire home/apt,119,21,37,2022-05-29,0.31,1,251,6,
611250,Walk to bay downtownn Priv 1/2 bath,2315442,Michael,,Park West,32.72784,-117.16398,Private room,82,1,538,2022-05-26,4.48,10,54,39,
616718,Priv Bath Walk to Bay/downotwn/park,2315442,Michael,,Park West,32.72636,-117.16461,Private room,97,1,694,2022-05-30,5.78,10,60,49,
575496170764052708,New!/PanoramicView/Pool/GameRoom/SingleStory,32803428,Helena,,Mission Bay,33.12344,-117.0321,Entire home/apt,649,2,6,2022-06-09,3.40,1,84,6,
531406,Extreme home stay in La Jolla!,2608408,Cooleen & Ted,,La Jolla,32.83277,-117.25975,Private room,130,2,70,2018-09-22,0.58,2,257,0,
54281830,The Luxury Lodge | Hot tub | Hiking | Pool | Games,410172406,Carissa,,Mission Bay,33.07409,-116.9323,Entire home/apt,475,2,6,2022-03-13,1.25,4,8,6,
48656007,2Bed 1Ba Brand New Guesthouse Private Parking,192369667,Anna,,Scripps Ranch,32.95359,-117.01866,Entire home/apt,150,30,7,2022-05-11,0.60,2,43,7,
34905408,Come Home Neighbor Getaway 2 BR 2 Story Duplex,258596628,Reap Properties,,Darnall,32.73893,-117.03776,Entire home/apt,205,4,9,2021-08-14,0.24,4,258,1,
51514580,Pequeño Depa/Garita/BellasArtes/Aeropuerto/FACTURA,110023604,AboDago,,Mission Bay,32.54693,-116.92345,Entire home/apt,49,2,2,2022-02-01,0.20,16,256,2,
631271,Downtown San Diego Loft,1121416,Andre,,East Village,32.71553,-117.15377,Entire home/apt,123,30,108,2021-11-21,0.91,1,133,3,
560227,Mission Bay Luxury Home - Views to Ocean & Bay,57109,William,,Mission Bay,32.7873,-117.25408,Entire home/apt,599,5,2,2012-11-24,0.02,2,185,0,
637308,La Jolla Castle in the Sky,3178591,David,,La Jolla,32.83984,-117.26885,Entire home/apt,1352,4,6,2022-03-15,0.05,1,252,4,
1080326,Stacey's 3 Bedroom Beach Duplex,5942374,Andrew,,Mission Bay,32.76047,-117.24995,Entire home/apt,530,1,4,2020-06-29,0.05,12,226,0,
561997,"ENCHANTING SANCTUARY, CENTRAL TO ALL",2740315,Beverlee,,Bay Park,32.80576,-117.1955,Entire home/apt,245,3,161,2022-06-13,1.34,1,317,42,
1080335,Stacey's 5 Bd Water View Beach Home,5942374,Andrew,,Mission Bay,32.76104,-117.2495,Entire home/apt,950,1,31,2022-04-05,0.29,12,263,4,
1083576,"Quaint Cottage Heart of North Park, Location A+!",869862,John,,North Hills,32.74577,-117.13193,Entire home/apt,137,1,581,2022-02-28,5.25,3,0,55,
651542,Spanish Revival Home with a View,3006274,Kathryn,,Midtown,32.74323,-117.17623,Entire home/apt,273,3,201,2022-06-12,1.82,2,237,27,
655822,Andrade  Spa In Sunny San Diego CA,2356843,Penelope,,Rancho Penasquitos,32.9524,-117.11426,Entire home/apt,300,5,11,2021-01-02,0.16,1,294,0,
571822,La Jolla Kid Friendly Beach House,470998,Miriam,,La Jolla,32.81561,-117.26318,Entire home/apt,695,2,232,2022-06-12,2.12,1,229,47,
657051,"Walkable location, Studio w/BBQ,Jacuzzi,hammock",432635829,Rosemary,,South Park,32.72266,-117.12402,Entire home/apt,146,1,224,2022-06-13,1.91,1,319,30,
1101470,Charming Getaway with Skyline View,3134951,Eric,,Balboa Park,32.71847,-117.14397,Entire home/apt,137,1,391,2022-05-29,3.99,3,336,57,
1108080,"""Hip"" Housing in North Park",6084137,Shawnee,,North Hills,32.74355,-117.13709,Entire home/apt,264,3,2,2017-03-13,0.02,2,256,0,
576112,Casita 2 Blocks to Beach,2833833,Ryder & Michelle,,Pacific Beach,32.80451,-117.25308,Entire home/apt,155,2,662,2022-06-07,5.50,5,49,74,
1109171,Private Tiny Home Cottage in North Park,12239315,Meredith,,North Hills,32.74672,-117.12161,Entire home/apt,127,2,236,2022-06-12,3.96,2,295,51,
670830,"Walk to bay/dwntwn/parkZoo, parking free/Lavender",2315442,Michael,,Park West,32.72632,-117.16597,Private room,85,1,580,2022-05-28,4.87,10,72,56,
585426,4 Br Large Family House Normal Heights San Diego,2885527,Linda,,Normal Heights,32.76731,-117.125,Entire home/apt,227,3,136,2022-05-30,1.14,5,113,20,
674234,"1/2 br condo in San Diego, Mission Valley",103427,Jacqueline M,,West University Heights,32.76103,-117.16063,Entire home/apt,307,2,0,,,5,83,0,
691132,"Family Beach Home, 2 Blocks To Sand",129123,Michael,,Pacific Beach,32.80756,-117.25728,Entire home/apt,465,4,8,2021-12-30,0.07,5,184,1,
1115516,cozy private room in pacific beach,48669,Jennifer,,Pacific Beach,32.80746,-117.23471,Private room,85,4,34,2022-04-22,0.31,1,278,3,
1127311,30 Day Min 5-STAR Bed/Bath with Extras!,6183960,Susan,,Balboa Park,32.71798,-117.13071,Private room,50,30,217,2022-02-26,1.98,1,77,1,
585469,Aunt Chris' San Diego Getaway New and Improved,2886419,Christine,,South Park,32.72963,-117.12269,Entire home/apt,123,1,552,2022-06-06,4.61,2,98,71,
1133487,2 Bdr Bungalow - Block from Beach!,2003694,Edwin,,Ocean Beach,32.75296,-117.24718,Entire home/apt,159,2,120,2022-05-27,1.11,3,281,13,
1163324,"Central San Diego 3 bedroom, 2 bath, pet friendly.",6372118,Daniel,,Clairemont Mesa,32.82392,-117.19548,Entire home/apt,318,2,69,2022-03-27,1.14,1,326,10,
1166766,Luxury Gated Mission Bay Estate,6388958,Alex,,Bay Park,32.78337,-117.19911,Entire home/apt,734,3,19,2022-05-01,0.18,2,204,7,
691897,"BOAT, BED & BREAKFAST - ""DAUNTLESS"" - 43' Hampton",2990799,Shaun,,Midtown District,32.71937,-117.22115,Entire home/apt,314,2,38,2022-04-27,0.39,7,65,7,
587471,"OMG Views! Spacious-Modern, Jacuzzi, Beach & City",266381,Sean,,Ocean Beach,32.73408,-117.25157,Entire home/apt,728,4,53,2022-06-11,0.68,1,255,15,
693579,1 Bed Apt- Ideal for Travel Nurse / Grad / Coder,3547828,Blair,,Balboa Park,32.7159,-117.14481,Entire home/apt,83,30,1,2019-12-29,0.03,23,309,0,
1167130,Luxury Tuscan Estate,6388958,Alex,,Old Town,32.74569,-117.18702,Entire home/apt,734,3,19,2022-05-15,0.19,2,273,5,
589214,MOST POPULAR LISTING WALK TO BAY DOWNTOWN PARK/ZOO,2315442,Michael,,Park West,32.72781,-117.16383,Private room,99,1,916,2022-05-30,7.72,10,45,105,
589254,Hillcrest San Diego Midcentury Bedroom Bathroom,1117966,John,,Midtown,32.74217,-117.16377,Private room,75,6,193,2021-06-27,2.01,2,166,1,
1171359,Beach Condo STEPS to sand w/ parking & AC!,6412997,Christina,,Ocean Beach,32.75086,-117.25112,Entire home/apt,318,4,219,2022-06-11,2.54,2,164,37,
723387,Perfect PB Spring/Summer Getaway!,3736562,Renee,,Pacific Beach,32.79429,-117.24269,Entire home/apt,175,1,113,2022-04-16,0.96,6,323,19,
1742633,Adorable  South Mission Studio 8- Sleeps 3,874515,Luke,,Mission Bay,32.76416,-117.2515,Entire home/apt,232,4,27,2022-05-21,0.44,30,350,11,
741131,One Bedroom Ocean View San Diego Central EZ Park,1291828,Tomio,,Linda Vista,32.79647,-117.17435,Entire home/apt,89,30,57,2019-08-31,0.51,6,266,0,
1743101,Downtown Victorian Loft Getaway,6989346,John,,Grant Hill,32.71276,-117.14387,Entire home/apt,148,3,130,2022-05-24,1.24,13,178,11,
743453,"Quiet, relaxing, big & private room",3894707,Pamela,,Clairemont Mesa,32.81007,-117.18615,Private room,55,4,296,2018-11-06,2.53,1,183,0,
1180719,Beautiful Spacious Beach Flat,4983902,Jena,,Pacific Beach,32.79908,-117.25619,Entire home/apt,377,2,121,2022-06-05,1.12,1,343,24,
1746543,"Spacious, Modern & Walkable!",9192036,Gail & Beth,,North Hills,32.74027,-117.12716,Entire home/apt,165,3,32,2022-05-15,0.31,8,286,5,
1183323,Beach Escape! Well stocked! Large Decks! Peaceful!,6473290,Terri,,Mission Bay,32.783859,-117.252075,Entire home/apt,350,3,121,2022-06-09,1.12,1,82,41,
752725,Vintage 1928 Craftsman Cottage outdoor living & AC,1028287,Rick,,North Hills,32.74411,-117.13947,Entire home/apt,207,7,74,2022-04-30,0.75,2,40,24,
1746666,Modern Hide-away near Zoo & Park,9192036,Gail & Beth,,North Hills,32.74043,-117.12706,Entire home/apt,142,3,61,2022-05-03,0.71,8,266,4,
1197919,Traditional North Park Craftsman,3434582,June,,North Hills,32.74429,-117.12451,Private room,88,2,17,2022-06-13,0.16,2,172,5,
1750470,"Compact, Sexy, Modern for Two",9192036,Gail & Beth,,North Hills,32.74054,-117.1274,Entire home/apt,159,3,48,2020-07-14,0.47,8,178,0,
756982,Perfect La Jolla Spanish Cottage,3985912,Andrew,,La Jolla,32.84279,-117.27129,Entire home/apt,251,1,312,2022-05-20,2.81,1,2,19,
768093,"family friendly, close to the beach",302986,Isabel,,Pacific Beach,32.80769,-117.24242,Entire home/apt,249,4,36,2021-08-08,0.33,3,41,2,
1751176,"2 Bed, 2 Bath Luxury in North Park",9192036,Gail & Beth,,North Hills,32.74086,-117.12829,Entire home/apt,285,3,3,2019-09-30,0.07,8,266,0,
1198495,The Village Retreat!,5619197,La Jolla Dream Homes,,La Jolla,32.84386,-117.27335,Entire home/apt,392,3,139,2022-05-29,1.26,6,338,26,
1751254,Romantic & Walkable in North Park,9192036,Gail & Beth,,North Hills,32.74051,-117.12782,Entire home/apt,178,3,24,2022-03-19,0.29,8,317,3,
1200632,Jewel Above La Jolla Shores - 4 Bed 4.5 Bath Heated Pool Ocean View,6558055,Sarah,,La Jolla,32.84941,-117.24859,Entire home/apt,3300,1,1,2013-12-01,0.01,18,343,0,
778962,"1 of a Kind!  North Park, Hillcrest",1502676,Aaron,,North Hills,32.7505,-117.14171,Entire home/apt,236,1,298,2022-05-30,2.59,6,142,23,
1752549,Mid-Centry OBcean,9218327,Corey,,Ocean Beach,32.75133,-117.24466,Entire home/apt,243,3,158,2022-05-30,2.02,2,264,34,
789549,"Modern, Bright and Beautiful Across From Ballpark",4160438,Evan,,East Village,32.70918,-117.15443,Entire home/apt,169,26,19,2022-04-27,0.17,1,86,1,
1206065,50 ft To The Sand -Mission Beach 2BD 1.5BA #2,2409798,Terry,,Mission Bay,32.7666,-117.25187,Entire home/apt,293,2,87,2021-08-09,0.81,7,54,7,
1752551,Historic 2 Bdrm OB Spanish Casita,9218327,Corey,,Loma Portal,32.75008,-117.24284,Entire home/apt,170,3,88,2022-04-09,0.86,2,263,19,
1758781,"Room, Bath, Garage in Mission Beach.",9247073,Richard,,Mission Bay,32.76772,-117.25286,Private room,179,1,426,2022-06-12,4.11,1,16,39,
797668,Mission Beach Family Paradise. Beach & Bay fun,4200720,Mark,,Mission Bay,32.75994,-117.2489,Entire home/apt,350,2,332,2022-06-12,2.94,1,182,54,
